
Gurobi 13.0.3 (win64) logging started Mon Sep 21 03:24:21 2026

Set parameter LogFile to value "<workspace>tmp\r9-flow-probe-vf-vt-local-v1\solver-local.log"

Gurobi 13.0.3 (win64) logging started Mon Sep 21 03:24:22 2026

Set parameter LogFile to value "<workspace>tmp\r9-flow-probe-vf-vt-local-v1\solver-local.log"
Warning on update mode = 1 after new variables or constraints added:
Setting LP warm start basis or start ignored

Set parameter TimeLimit to value 9.2976828799990471e+01
Gurobi Optimizer version 13.0.3 build v13.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: 12th Gen Intel(R) Core(TM) i7-12700, instruction set [SSE2|AVX|AVX2]
Thread count: 12 physical cores, 20 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  9.2976828799990471e+01
FeasibilityTol  1e-09
OptimalityTol  1e-09
NLBarPFeasTol  1e-09
NLBarDFeasTol  1e-09
OptimalityTarget  1
LogToConsole  0
NonConvex  2
Threads  1

Optimize a model with 21183 rows, 32808 columns and 52239 nonzeros (Min)
Model fingerprint: 0x11b99193
Model has 120 linear objective coefficients
Model has 9864 quadratic constraints
Model has 1776 general nonlinear constraints (3552 nonlinear terms)
Variable types: 32808 continuous, 0 integer (0 binary)
Coefficient statistics:
  Matrix range     [1e-05, 3e+01]
  QMatrix range    [5e-02, 2e+02]
  QLMatrix range   [2e-01, 1e+00]
  Objective range  [5e+01, 1e+03]
  Bounds range     [1e-03, 5e+03]
  RHS range        [5e-03, 4e+02]
  QRHS range       [1e+00, 6e+01]
  NLCon coe range  [8e-04, 3e+02]

Presolve removed 16493 rows and 15102 columns
Presolve time: 0.11s
Presolved: 4690 rows, 17706 columns, 15715 nonzeros
Presolved model has 10657 quadratic constraint(s)
Presolved model has 1776 nonlinear constraint(s)

Solving NLP to local optimality

Ordering time: 0.02s

NL barrier statistics:
  Hessian NZ  : 2.171e+04
  Jacobian NZ : 5.510e+04
  Factor NZ   : 4.925e+05
  Factor Ops  : 1.816e+07
  Threads     : 1

                           Residuals
Iter     Objective      Primal     Dual      Compl     Step     Time
 878   4.96513135e+05  1.28e-01  1.05e+01  3.37e-03  1.00e+00    17s
 879   4.96515413e+05  1.26e-01  5.27e+02  3.37e-03  6.25e-02    17s
 880   4.96523640e+05  5.35e-02  8.85e-01  3.38e-03  1.00e+00    17s
 881   4.96524262e+05  5.14e-02  1.46e+03  3.37e-03  6.25e-02    17s
 882   4.96515815e+05  7.30e-02  3.59e+02  3.38e-03  4.62e-01    17s
 883   4.96521630e+05  2.69e-02  1.72e+00  3.37e-03  1.00e+00    17s
 884   4.96522201e+05  2.46e-02  6.88e+02  3.37e-03  1.25e-01    17s
 885   4.96508201e+05  2.57e-01  2.15e+01  3.37e-03  1.00e+00    17s
 886   4.96517082e+05  1.37e-01  1.08e+01  3.37e-03  1.00e+00    17s
 887   4.96524988e+05  1.33e-01  3.73e+02  3.37e-03  5.00e-01    17s
 888   4.96511482e+05  2.24e-01  1.42e+01  3.37e-03  1.00e+00    17s
 889   4.96519018e+05  4.49e-02  1.14e+00  3.38e-03  1.00e+00    17s
 890   4.96520481e+05  4.29e-02  7.60e+02  3.37e-03  1.25e-01    17s
 891   4.96514088e+05  8.19e-02  2.49e+03  3.38e-03  5.31e-03    17s
 892   4.96517541e+05  5.57e-03  3.55e+00  3.37e-03  1.00e+00    17s
 893   4.96518026e+05  5.55e-03  4.79e+02  3.37e-03  3.13e-02    17s
 894   4.96520117e+05  4.28e-03  5.34e+01  3.37e-03  5.00e-01    17s
 895   4.96520681e+05  4.26e-03  3.44e+02  3.37e-03  6.25e-02    17s
 896   4.96520944e+05  1.94e-03  2.30e-01  3.37e-03  1.00e+00    17s
 897   4.96521281e+05  1.89e-03  1.88e+02  3.37e-03  6.25e-02    17s
 898   4.96521402e+05  1.89e-03  6.58e+02  3.37e-03  7.81e-03    17s
 899   4.96521527e+05  1.88e-03  3.90e+02  3.37e-03  1.56e-02    17s
 900   4.96512040e+05  8.63e-02  9.91e+00  3.37e-03  1.00e+00    17s
 901   4.96515420e+05  6.51e-02  4.14e+02  3.37e-03  5.00e-01    17s
 902   4.96521645e+05  3.90e-02  4.41e-01  3.38e-03  1.00e+00    17s
 903   4.96522905e+05  2.56e-02  2.51e+02  3.37e-03  5.00e-01    17s
 904   4.96513250e+05  1.29e-01  1.01e+01  3.37e-03  1.00e+00    17s
 905   4.96516336e+05  1.16e-01  1.01e+03  3.37e-03  2.50e-01    17s
 906   4.96525028e+05  5.02e-02  2.69e+00  3.38e-03  1.00e+00    17s
 907   4.96518035e+05  4.63e-02  1.64e+00  3.37e-03  1.00e+00    17s
 908   4.96515788e+05  9.12e-03  7.19e-01  3.37e-03  1.00e+00    17s
 909   4.96516326e+05  8.60e-03  4.97e+02  3.37e-03  1.25e-01    17s
 910   4.96517468e+05  1.07e-03  2.78e-01  3.38e-03  1.00e+00    18s
 911   4.96517497e+05  1.06e-03  9.93e+02  3.37e-03  3.91e-03    18s
 912   4.96514518e+05  8.99e-03  2.07e+00  3.37e-03  1.00e+00    18s
 913   4.96516201e+05  8.38e-03  1.30e+02  3.37e-03  5.00e-01    18s
 914   4.96516296e+05  8.36e-03  1.43e+03  3.37e-03  3.91e-03    18s
 915   4.96509466e+05  4.89e-02  7.49e+00  3.37e-03  1.00e+00    18s
 916   4.96513092e+05  3.68e-02  1.44e+02  3.37e-03  5.00e-01    18s
 917   4.96513440e+05  3.65e-02  1.31e+03  3.37e-03  1.56e-02    18s
 918   4.96514223e+05  3.73e-05  7.09e-02  3.38e-03  1.00e+00    18s
 919   4.96514240e+05  3.76e-05  4.17e+02  3.37e-03  3.91e-03    18s
 920   4.96514263e+05  3.80e-05  2.47e+02  3.37e-03  3.91e-03    18s
 921   4.96514263e+05  3.80e-05  1.49e+03  3.37e-03  1.60e-06    18s
 922   4.96514678e+05  1.57e-05  5.09e-02  3.38e-03  1.00e+00    18s
 923   4.96514775e+05  1.24e-06  2.36e+02  3.37e-03  3.13e-02    18s
 924   4.96514802e+05  1.25e-06  1.44e+02  3.37e-03  7.81e-03    18s
 925   4.96514803e+05  1.25e-06  1.42e+03  3.37e-03  1.53e-05    18s
 926   4.96515190e+05  5.00e-06  3.77e-02  3.38e-03  1.00e+00    18s
 927   4.96515238e+05  5.00e-07  2.77e+02  3.37e-03  1.56e-02    18s
 928   4.96515263e+05  5.10e-07  1.34e+02  3.37e-03  7.81e-03    18s
 929   4.96515264e+05  5.10e-07  1.42e+03  3.37e-03  3.05e-05    18s
 930   4.96515266e+05  5.10e-07  1.65e+03  3.37e-03  6.10e-05    18s
 931   4.96512114e+05  2.04e-02  2.39e+01  3.38e-03  1.00e+00    18s
 932   4.96513903e+05  1.70e-03  9.82e-01  3.37e-03  1.00e+00    18s
 933   4.96514598e+05  2.12e-03  1.31e+02  3.37e-03  5.00e-01    18s
 934   4.96514879e+05  2.18e-03  6.88e+02  3.37e-03  6.25e-02    18s
 935   4.96516036e+05  3.17e-03  1.87e+02  3.37e-03  2.50e-01    18s
 936   4.96516047e+05  3.17e-03  1.49e+03  3.37e-03  9.68e-05    18s
 937   4.96511014e+05  2.52e-02  4.71e+02  3.38e-03  3.03e-01    18s
 938   4.96511547e+05  2.42e-02  1.07e+03  3.37e-03  6.25e-02    18s
 939   4.96514215e+05  2.50e-03  7.22e-01  3.38e-03  1.00e+00    18s
 940   4.96514242e+05  2.50e-03  1.35e+03  3.37e-03  3.91e-03    18s
 941   4.96516008e+05  2.08e-03  1.01e+00  3.38e-03  1.00e+00    18s
 942   4.96516012e+05  2.08e-03  1.63e+03  3.37e-03  6.10e-05    18s
 943   4.96516925e+05  7.69e-04  8.29e-01  3.38e-03  1.00e+00    18s
 944   4.96516927e+05  7.69e-04  1.50e+03  3.37e-03  3.05e-05    18s
 945   4.96517211e+05  1.11e-04  3.19e-01  3.38e-03  1.00e+00    18s
 946   4.96517213e+05  1.11e-04  1.46e+03  3.37e-03  2.44e-04    18s
 947   4.96517256e+05  5.52e-06  7.60e-02  3.38e-03  1.00e+00    18s
 948   4.96517260e+05  5.51e-06  8.37e+02  3.37e-03  9.77e-04    18s
 949   4.96517290e+05  5.43e-06  1.23e+02  3.37e-03  1.56e-02    18s
 950   4.96517292e+05  5.43e-06  1.40e+03  3.37e-03  2.44e-04    18s
 951   4.96515883e+05  1.25e-03  8.25e-01  3.37e-03  1.00e+00    18s
 952   4.96515941e+05  1.24e-03  5.80e+02  3.37e-03  1.56e-02    18s
 953   4.96516144e+05  1.21e-03  1.54e+02  3.37e-03  6.25e-02    18s
 954   4.96516161e+05  1.21e-03  1.50e+03  3.37e-03  9.77e-04    18s
 955   4.96516472e+05  6.34e-06  5.20e-02  3.38e-03  1.00e+00    18s
 956   4.96516478e+05  6.46e-06  5.89e+02  3.37e-03  1.95e-03    18s
 957   4.96516504e+05  7.18e-06  1.74e+02  3.37e-03  7.81e-03    18s
 958   4.96516505e+05  7.18e-06  1.50e+03  3.37e-03  6.10e-05    19s
 959   4.96516702e+05  7.57e-07  6.33e-03  3.38e-03  1.00e+00    19s
 960   4.96516713e+05  4.83e-07  5.06e+02  3.37e-03  3.91e-03    19s
 961   4.96516755e+05  1.76e-06  1.47e+02  3.37e-03  1.56e-02    19s
 962   4.96516756e+05  1.76e-06  1.49e+03  3.37e-03  3.05e-05    19s
 963   4.96516945e+05  4.75e-07  9.37e-03  3.38e-03  1.00e+00    19s
 964   4.96516955e+05  4.73e-07  5.14e+02  3.37e-03  3.91e-03    19s
 965   4.96516975e+05  8.13e-07  1.43e+02  3.37e-03  7.81e-03    19s
 966   4.96516977e+05  8.17e-07  1.50e+03  3.37e-03  6.10e-05    19s
 967   4.96517139e+05  4.76e-07  2.20e-03  3.38e-03  1.00e+00    19s
 968   4.96517149e+05  4.75e-07  4.97e+02  3.37e-03  3.91e-03    19s
 969   4.96517168e+05  5.32e-07  1.37e+02  3.37e-03  7.81e-03    19s
 970   4.96517169e+05  5.36e-07  1.49e+03  3.37e-03  6.10e-05    19s
 971   4.96517318e+05  4.75e-07  2.97e-03  3.38e-03  1.00e+00    19s
 972   4.96517328e+05  4.74e-07  4.89e+02  3.37e-03  3.91e-03    19s
 973   4.96517346e+05  5.69e-07  1.33e+02  3.37e-03  7.81e-03    19s
 974   4.96517347e+05  5.72e-07  1.49e+03  3.37e-03  6.10e-05    19s
 975   4.96517360e+05  7.37e-07  2.82e+02  3.37e-03  1.95e-03    19s
 976   4.96517044e+05  9.37e-05  1.44e-01  3.37e-03  1.00e+00    19s
 977   4.96517148e+05  1.13e-04  4.59e+02  3.37e-03  3.13e-02    19s
 978   4.96517719e+05  4.34e-04  8.96e+01  3.37e-03  2.50e-01    19s
 979   4.96517730e+05  4.34e-04  1.47e+03  3.37e-03  4.88e-04    19s
 980   4.96510882e+05  4.43e-02  6.74e+00  3.37e-03  1.00e+00    19s
 981   4.96514724e+05  3.96e-02  2.54e+02  3.37e-03  5.00e-01    19s
 982   4.96518091e+05  3.07e-02  1.50e+02  3.37e-03  5.00e-01    19s
 983   4.96518458e+05  3.06e-02  9.42e+02  3.37e-03  7.81e-03    19s
 984   4.96520541e+05  2.22e-03  6.52e-01  3.38e-03  1.00e+00    19s
 985   4.96520666e+05  1.79e-03  1.65e+02  3.37e-03  2.50e-01    19s
 986   4.96520820e+05  1.65e-03  2.12e+02  3.37e-03  1.25e-01    19s
 987   4.96518399e+05  7.98e-03  9.39e-01  3.37e-03  1.00e+00    19s
 988   4.96518611e+05  7.83e-03  8.56e+02  3.37e-03  3.13e-02    19s
 989   4.96518248e+05  2.94e-04  4.12e-01  3.37e-03  1.00e+00    19s
 990   4.96518277e+05  2.93e-04  4.53e+02  3.37e-03  7.81e-03    19s
 991   4.96518609e+05  3.14e-04  4.12e+01  3.37e-03  2.50e-01    19s
 992   4.96518618e+05  3.14e-04  1.14e+03  3.37e-03  9.77e-04    19s
 993   4.96516448e+05  5.72e-03  1.94e+00  3.37e-03  1.00e+00    19s
 994   4.96516934e+05  5.37e-03  2.98e+02  3.37e-03  1.25e-01    19s
 995   4.96518372e+05  4.43e-03  5.68e+01  3.37e-03  5.00e-01    19s
 996   4.96518418e+05  4.42e-03  1.43e+03  3.37e-03  1.95e-03    19s
 997   4.96512889e+05  3.15e-02  5.83e+00  3.37e-03  1.00e+00    19s
 998   4.96516249e+05  3.01e-02  2.16e+02  3.37e-03  5.00e-01    19s
 999   4.96521848e+05  2.90e-02  1.11e-01  3.37e-03  1.00e+00    19s
1000   4.96523318e+05  2.88e-02  7.40e+02  3.37e-03  1.25e-01    19s

NL barrier performed 1000 iterations in 19.35 seconds (25.25 work units)
Iteration limit reached

User-callback calls 9232, time in user-callback 0.01 sec
